23;1925-09-13;16:37;16:45;16:14;8;;x;"Clear. Airplane overhead completely obliterated fringes before set began."
16:30;23;23.2;23.3;23.3
16:45;22.7;22.7;22.8;22.9
16:30;16:44
1;1;1;0;-1;-1;0;0;1;1;0;0;-1;-1;-1;0;0;
0;0;1;0;0;-2;-2;-1;-1;-1;-1;-2;-1;0;0;0;0;
0;0;0;0;0;0;0;0;1;0;0;-1;0;0;1;1;1;
1;1;1;1;1;0;0;0;0;1;2;1;1;2;2;1;1;
1;0;1;0;0;-1;-1;-1;-1;0;-1;-1;-2;-2;-1;-1;-1;
-1;-2;-2;-3;-3;-4;-4;-4;-3;-3;-4;-4;-3;-3;-3;-3;-2;
-2;-2;-3;-3;-4;-4;-5;-5;-4;-4;-3;-3;-3;-3;-2;-2;-2;
-2;-2;-3;-3;-3;-3;-4;-4;-4;-4;-5;-4;-4;-4;-4;-4;-4;
-4;-5;-4;-4;-5;-5;-5;-5;-5;-4;-4;-4;-3;-3;-3;-3;-3;
-3;-4;-4;-3;-3;-3;-3;-4;-4;-4;-4;-3;-3;-3;-4;-5;-5;
-5;-5;-4;-5;-5;-5;-5;-5;-4;-4;-4;-5;-5;-5;-6;-6;-5;
-5;-4;-4;-5;-5;-6;-7;-7;-7;-7;-7;-7;-7;-6;-6;-6;-5;
-5;-5;-5;-6;-5;-5;-6;-6;-6;-5;-5;-5;-5;-5;-6;-6;-6;
-6;-6;-5;-5;-6;-7;-7;-8;-8;-8;-8;-7;-8;-8;-7;-6;-6;
-6;-6;-6;-6;-7;-7;-7;-8;-8;-8;-6;-6;-5;-5;-5;-5;-5;
-5;-5;-6;-6;-6;-6;-6;-6;-5;-5;-5;-5;-5;-4;-4;-5;-5;
-5;-5;-5;-6;-6;-6;-6;-7;-7;-8;-8;-8;-8;-8;-7;-7;-8;
-8;-8;-8;-8;-8;-9;-9;-9;-9;-8;-8;-9;-9;-9;-9;-9;-9;
-9;-10;-10;-10;-11;-12;-11;-11;-12;-12;-12;-12;-13;-13;-13;-13;-13;
-13;-14;-14;-14;-14;-15;-15;-15;-16;-16;-16;-17;-17;-17;-17;-17;-17;-

