114;1925-04-02;2:52;;15:31;;;;"clear. Extra good."
;;;;
3:00;1.5;1.3;1.3;1.8
2:45;3:00;
-7;-7;-6;-7;-8;-8;-7;-7;-6;-6;-5;-5;-5;-4;-4;-4;-3;
-3;-2;-3;-3;-4;-4;-5;-5;-4;-5;-5;-5;-5;-5;-5;-4;-3;
-3;-2;-2;-2;-3;-4;-4;-4;-3;-4;-4;-4;-5;-5;-5;-4;-3;
-3;-2;-1;-2;-3;-3;-2;-1;-1;-1;0;0;0;0;0;0;1;
1;3;3;3;2;1;1;1;1;1;1;0;0;0;0;0;0;
0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;1;2;
2;3;3;3;2;2;2;3;3;3;2;3;1;2;1;2;3;
3;3;4;4;4;3;3;3;3;2;2;3;3;3;3;4;4;
4;5;5;5;5;4;4;5;5;5;5;5;5;5;5;6;6;
6;7;8;8;7;7;7;7;8;8;8;9;8;7;7;7;8;
8;9;9;10;10;10;10;10;10;10;10;10;10;10;9;9;9;
9;9;9;9;8;7;7;7;7;7;7;7;6;6;6;7;8;
8;9;9;8;9;9;9;10;10;10;10;10;10;10;10;11;11;
11;12;12;11;11;11;12;12;13;13;13;13;12;13;13;14;14;
14;14;14;14;14;12;13;13;13;13;12;12;13;12;12;13;13;
13;13;13;13;12;12;12;13;13;13;12;13;12;11;12;12;12;
12;13;14;13;12;11;12;12;13;13;13;12;12;12;12;13;14;
14;14;15;15;14;14;15;15;16;16;16;16;16;16;16;16;18;
18;18;18;18;17;17;17;18;19;19;19;19;20;20;20;20;22;
22;22;21;21;20;20;23;23;24;24;24;24;24;23;24;25;25;

