93;1925-08-08;6:18;6:26;3:29;;12;x;"Clear. Wide steady fringes (12 to field)."
6:07;15.6;15.7;15.2;15.7
6:25;15.9;16;15.1;16
6:10;6:25;s
0;0;-1;-2;-2;-1;-1;0;0;1;2;1;0;1;2;3;4;
4;4;3;2;1;0;0;0;0;1;0;0;0;-1;-2;-2;-1;
-1;-3;-3;-4;-4;-4;-4;-4;-3;-4;-4;-5;-5;-5;-5;-5;-5;
-5;-6;-7;-9;-10;-10;-10;-10;-11;-13;-14;-15;-16;-17;-16;-15;-14;a-
13;13;13;12;12;12;11;12;12;11;10;8;7;5;4;5;4;
4;4;3;2;0;0;0;0;0;0;-2;-3;-5;-7;-8;-8;-8;
-8;-7;-7;-9;-10;-11;-11;-10;-10;-12;-13;-14;-15;-15;-15;-15;-15;a-
10;10;10;8;7;5;4;2;1;0;0;-1;-2;-2;-1;0;0;
0;0;1;1;1;1;1;2;3;2;2;3;3;4;6;7;9;
9;10;10;10;12;13;14;16;17;17;18;19;19;19;20;20;22;
22;23;23;22;21;21;22;23;24;24;23;21;20;20;20;20;19;
19;19;17;15;14;11;11;11;11;10;10;9;7;7;7;8;7;
7;5;4;3;1;0;0;0;-1;-2;-3;-5;-6;-6;-6;-6;-5;
-5;-5;-7;-8;-8;-7;-7;-6;-5;-5;-5;-6;-6;-6;-5;-4;-3;
-3;-3;-4;-4;-5;-5;-4;-3;-2;-3;-3;-5;-7;-7;-5;-5;-4;
-4;-3;-3;-2;-3;-3;-2;-1;0;0;0;-1;-1;-1;-1;0;0;
0;1;1;1;0;-1;-1;0;0;1;1;0;0;0;0;1;2;
2;3;3;3;2;2;3;5;6;6;6;6;5;5;6;7;8;
8;9;10;10;10;10;10;10;11;12;11;10;10;9;9;10;10;
10;10;10;8;9;9;9;10;10;10;10;9;8;8;9;10;10;-+

