7;1927-04-13;2:13;1:46;15:08;4;10;;""
1:46;8;7.7;8.1;8.3
2:27;7.7;7.4;7.8;8
1:58;2:25
6;7;7;5;2;-6;-5;-3;0;1;2;6;5;5;7;9;10;a
-13;-15;-11;-13;-12;-14;-15;-11;-9;-5;-1;6;10;10;9;6;3;
3;1;-3;-3;0;0;2;1;6;5;1;-5;-12;-16;-16;-16;-17;
-17;-18;-20;-23;-24;-28;-30;-30;-30;-32;-34;-36;-38;-37;-36;-38;-38;a
4;6;8;9;9;10;8;8;10;10;13;15;16;18;19;19;20;a
-15;-11;-9;-7;-6;-7;-12;-13;-13;-13;-16;-15;-18;-20;-22;-20;-22;
-22;-23;-26;-22;-20;-16;-12;-8;-7;-9;-8;-8;-9;-6;-4;-1;0;
0;0;-5;-4;-2;-2;-5;-5;-8;-10;-10;-10;-8;-10;-10;-11;-12;
-12;-15;-15;-14;-13;-10;-10;-7;-5;0;0;3;6;8;12;12;11;
11;10;10;11;11;11;11;12;12;10;10;10;9;5;3;-2;-3;
-3;-5;-8;-10;-12;-16;-20;-26;-26;-28;-29;-27;-25;-23;-20;-17;-14;
-14;-13;-11;-10;-10;-12;-17;-19;-19;-19;-20;-17;-18;-18;-17;-16;-15;
-15;-15;-13;-12;-12;-11;-12;-10;-10;-8;-9;-8;-4;-1;1;5;8;
8;9;10;10;10;10;8;9;10;12;14;18;20;20;21;22;20;
20;21;23;25;28;30;30;28;30;32;35;38;40;42;42;42;42;a
3;3;4;6;8;4;0;-7;-6;-8;-10;-13;-16;-14;-14;-15;-12;
-12;-10;-9;-9;-7;-4;-4;-5;-5;-5;-3;-1;1;3;7;8;7;
7;9;8;8;9;10;10;10;9;9;9;9;7;7;7;7;7;a
0;-2;2;1;0;-3;-6;-9;-10;-10;-10;-10;-9;-8;-6;-4;-1;
-1;1;3;2;1;0;-1;-3;-2;-3;-5;-4;-5;-6;-5;-5;-5;

