6;1926-02-04;15:17;15:25;0:21;8;;x;"slightly cloudy. Fringes wide + steady."
15:07;13.9;14.5;15;13.85;c
15:29;13.4;14.35;14.9;13.5
15:09;15:25;
-3;-2;0;1;4;6;7;7;6;6;5;4;4;4;5;4;5;
5;6;7;8;8;7;5;3;1;0;0;1;2;2;2;1;1;
1;1;2;5;7;9;11;11;10;10;9;9;9;9;10;10;10;
10;8;8;10;13;13;14;14;12;11;10;11;13;14;14;13;13;
13;14;18;20;23;25;25;24;24;24;23;25;26;26;27;28;28;a+
-1;-2;-1;-1;1;2;3;4;3;3;2;1;-1;-2;-4;-5;-6;
-6;-6;-4;-2;0;0;-1;-3;-6;-6;-7;-7;-6;-4;-3;-2;-2;
-2;-2;-1;-1;0;1;1;-1;-2;-2;-2;-2;-3;-3;-3;-4;-5;
-5;-4;-2;0;0;-2;-4;-5;-8;-10;-10;-9;-8;-9;-9;-8;-8;
-8;-7;-5;-3;-3;-4;-6;-7;-9;-8;-6;-4;-3;-2;-1;-1;0;
0;1;1;1;0;-2;-4;-6;-9;-10;-11;-11;-10;-10;-11;-12;-12;a
6;6;7;10;12;12;11;11;11;11;12;13;15;18;20;26;27;
27;27;27;27;27;27;26;24;25;26;27;28;30;31;32;32;32;a
4;4;4;5;6;7;8;10;11;13;15;17;18;19;19;19;20;
20;20;21;22;23;23;22;20;18;17;18;19;19;20;20;18;17;
17;17;17;18;19;20;20;20;19;18;18;18;18;18;15;13;12;
12;12;12;15;17;18;18;17;16;14;15;16;17;17;17;18;17;
17;17;18;18;19;19;19;17;16;16;17;17;18;19;19;19;19;a
0;-1;-1;0;0;0;-1;-3;-5;-7;-7;-7;-7;-7;-6;-6;-6;
-6;-6;-7;-7;-7;-7;-8;-9;-9;-9;-9;-9;-9;-11;-11;-12;-13;+

