63;1926-02-09;9:32;9:40;18:55;7;;;"Clear. Fringes wide + med steady."
9:18;11.8;13.1;14.2;12.5
9:40;12.4;13.85;14.8;13.35
9:25;9:39;
5;2;0;-2;-1;2;2;0;0;1;1;3;-2;-3;-1;-2;-2;b
-2;0;0;0;-1;-3;-1;-3;-2;-1;0;0;0;0;0;-3;-3;
-3;-3;-4;-6;-6;-6;-4;-4;-3;-3;-3;-3;-3;-2;-2;-1;-1;i
-1;0;-1;0;2;2;1;1;2;2;3;3;3;2;2;1;0;
0;1;3;3;3;4;4;5;5;5;6;6;7;7;7;7;5;
5;5;7;8;9;9;6;4;4;4;7;7;5;5;6;6;5;
5;5;7;7;8;7;6;5;5;5;5;6;6;6;5;5;5;
5;5;5;8;9;9;7;5;5;5;6;6;7;7;7;6;5;
5;4;5;6;7;8;9;9;9;9;8;8;9;9;11;10;8;
8;6;7;8;9;9;10;10;11;12;13;13;14;15;14;14;12;
12;12;12;15;16;16;16;17;17;17;17;19;17;18;18;17;16;
16;16;14;14;14;17;18;17;16;15;16;17;16;15;15;15;15;
15;14;14;13;13;12;12;10;8;9;9;9;10;11;12;14;14;
14;14;14;15;14;13;12;13;13;15;16;16;16;16;14;14;15;
15;15;12;12;11;11;10;8;7;8;8;10;10;10;10;9;9;
9;11;11;11;13;13;15;14;10;10;10;11;11;10;9;10;10;
10;10;12;14;16;17;17;17;16;15;15;17;18;18;17;17;16;
16;15;15;17;17;17;14;13;13;13;15;15;14;15;15;12;10;
10;10;12;14;14;10;16;16;16;15;14;13;11;11;9;7;5;b
5;5;6;7;7;7;7;5;5;4;7;8;9;9;7;7;8;+

