3;1927-08-02;21:36;21:09;17:54;;;;""
20:55;18.5;17.5;17.8;17.9
22:00;17.7;16.4;16.6;16.9
21:11;22:00
-6;-9;-8;-9;-10;-8;-6;-5;-4;-3;-3;-1;0;6;9;16;17;a
-7;-3;-3;-1;0;3;4;5;8;13;19;21;23;23;26;29;30;a
-7;-5;-4;0;6;5;7;9;10;13;15;13;12;15;18;18;16;
16;19;20;17;18;19;18;14;16;18;21;22;23;24;27;29;30;a
-6;-10;-13;-15;-11;-9;-8;-7;-7;-10;-10;-9;-9;-4;-4;-1;-1;a
-24;-25;-28;-25;-25;-25;-27;-27;-28;-26;-27;-28;-28;-30;-34;-35;-35;a
-16;-16;-14;-13;-13;-10;-7;-4;-5;-1;-1;0;3;8;11;16;13;a
-4;4;10;10;11;9;8;10;9;9;9;9;10;8;9;11;5;
5;-5;-8;-12;-15;-12;-8;-6;-4;-4;-3;2;3;8;12;13;10;
10;8;4;5;8;9;12;11;9;4;0;3;3;1;3;8;9;
9;10;8;7;7;9;9;9;8;9;12;15;18;23;23;20;16;
16;17;19;23;23;25;28;28;29;29;29;28;28;25;25;23;23;a
-13;-14;-16;-20;-20;-20;-16;-14;-13;-13;-14;-15;-17;-11;-8;-5;-8;
-8;-9;-8;-5;-4;-6;-6;-3;1;0;-6;-8;-7;-8;-6;-7;-9;
-9;-15;-18;-18;-17;-19;-18;-20;-18;-20;-21;-19;-20;-20;-22;-20;-20;
-20;-20;-20;-20;-20;-22;-21;-23;-21;-21;-24;-26;-27;-25;-26;-26;-26;a
4;4;3;5;9;10;12;14;17;17;20;18;21;26;23;20;20;a
5;4;1;5;8;10;11;12;13;10;10;12;8;9;9;10;10;a
-4;-5;-3;-3;-2;0;6;10;14;11;11;9;9;12;18;18;20;
20;20;17;19;16;12;16;17;15;13;8;8;6;6;3;2;0;

