10;1927-04-13;20:45;20:18;9:43;5;10;x;"Clear. Disturbed by traffic."
20:32;6.4;5.5;6.1;6.6
20:54;6;5;5.6;6
20:34;20:53
-4;-4;-5;-9;-10;-8;-7;-5;-7;-10;-9;-6;-5;-1;1;2;4;
4;4;6;9;10;13;14;12;11;10;13;16;14;18;19;17;14;
14;13;11;12;13;10;9;8;3;3;2;0;-1;0;1;3;2;
2;3;3;3;3;2;5;5;1;0;-1;0;0;0;1;1;4;
4;5;3;0;-1;-1;0;-2;-6;-5;-5;-5;-6;-7;-8;-9;-7;
-7;-8;-9;-7;-5;-5;-4;-3;-2;0;3;6;4;6;10;13;10;
10;7;7;7;6;5;5;3;-1;-3;-3;-1;-2;-1;0;0;-2;
-2;-3;-7;-7;-7;-6;-4;-4;-5;-7;-7;-5;-5;-3;-2;-2;-1;
-1;-1;0;0;3;3;3;2;0;-2;-5;-2;-1;0;0;0;-1;
-1;-2;-1;-2;-3;-5;-6;-8;-12;-18;-17;-15;-15;-14;-16;-15;-15;
-15;-15;-13;-11;-10;-12;-12;-10;-12;-9;-9;-8;-10;-10;-9;-10;-11;
-11;-10;-10;-13;-14;-13;-11;-11;-15;-12;-10;-10;-12;-11;-11;-13;-13;
-13;-11;-9;-8;-11;-13;-14;-16;-19;-18;-18;-15;-14;-16;-17;-19;-16;
-16;-15;-14;-13;-14;-13;-11;-14;-20;-22;-20;-19;-18;-17;-19;-20;-21;
-21;-20;-17;-17;-16;-15;-16;-17;-19;-19;-16;-13;-11;-10;-9;-7;-6;
-6;-4;-5;-7;-5;-3;-3;-4;-6;-7;-6;-5;-2;3;7;8;11;
11;12;16;17;18;18;19;19;15;17;17;22;23;24;26;27;28;a
3;3;5;7;12;15;15;16;14;13;13;15;13;12;13;12;14;
14;13;12;12;14;16;17;19;18;17;18;18;17;19;20;21;24;a
-2;-1;-3;-6;-9;-6;-7;-8;-13;-14;-15;-16;-20;-20;-22;-23;-25;

