4;1927-08-08;10:05;9:38;6:44;9;6;x;"Monday. Traffic Bad. Heavy Cloud. Found Fringes already in Field."
9:37;22.5;22.6;22.5;22.58;c
10:22;22.93;22.91;22.83;22.98
9:48;10:22
5;5;5;6;6;5;5;5;4;5;5;4;4;5;5;6;6;
6;6;5;5;5;5;6;7;8;8;8;8;8;8;7;7;6;
6;5;5;5;5;5;5;5;5;6;6;5;5;5;5;4;3;
3;2;1;1;1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;a
-2;-1;-1;-2;-4;-5;-5;-4;-3;-3;-3;-3;-4;-5;-5;-6;-6;a
3;3;3;3;3;4;4;4;4;4;3;3;2;1;0;0;0;
0;0;-1;-2;-3;-3;-3;-4;-5;-5;-5;-5;-5;-5;-6;-6;-6;
-6;-5;-6;-6;-6;-6;-6;-5;-5;-4;-5;-5;-5;-5;-5;-5;-5;
-5;-6;-8;-8;-8;-9;-9;-9;-9;-9;-9;-9;-9;-9;-10;-10;-10;a
-1;-1;-1;0;0;-2;-2;-2;-2;-3;-4;-4;-4;-4;-4;-4;-4;
-4;-3;-3;-3;-3;-4;-4;-4;-4;-4;-4;-4;-3;-3;-2;-1;-1;
-1;-1;-1;-1;-1;0;0;0;1;1;1;1;0;0;0;-1;-1;
-1;-1;-2;-2;-2;-3;-3;-3;-5;-5;-5;-6;-6;-7;-7;-7;-7;
-7;-8;-8;-9;-9;-9;-9;-8;-7;-7;-6;-6;-6;-7;-6;-6;-6;
-6;-8;-8;-8;-8;-8;-8;-8;-8;-9;-9;-9;-9;-9;-8;-9;-10;
-10;-9;-9;-9;-9;-9;-8;-8;-7;-7;-7;-7;-6;-6;-6;-6;-6;
-6;-5;-5;-5;-5;-6;-7;-7;-7;-7;-7;-7;-7;-8;-8;-7;-7;
-7;-8;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-8;-7;-7;-7;
-7;-7;-7;-8;-8;-8;-8;-8;-8;-8;-8;-7;-7;-8;-8;-8;-9;
-9;-8;-8;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;

