7;1929-09-29;17:02;16:35;17:07;7;6;x;""
16:42;19.6;19.88;19.99;19.9
17:15;19.4;19.56;19.64;19.62
16:48;17:15
3;2;1;0;0;0;0;-1;-1;-2;-4;-6;-7;-9;-10;-10;-11;
-11;-11;-12;-13;-14;-15;-15;-15;-15;-14;-15;-16;-16;-16;-17;-18;-18;a
2;3;3;4;4;4;5;6;6;6;5;4;4;4;3;3;3;
3;4;5;5;4;3;3;3;3;4;4;3;2;2;1;0;-1;
-1;-3;-4;-5;-4;-3;-3;-2;-2;-1;-1;0;0;2;3;3;3;
3;4;4;5;5;6;6;4;3;3;3;2;2;1;0;0;-1;
-1;-1;0;0;0;1;1;2;3;3;3;2;1;2;2;2;2;
2;1;0;-1;-3;-6;-7;-7;-7;-8;-8;-9;-9;-10;-10;-11;-11;
-11;-11;-11;-12;-14;-16;-17;-17;-16;-15;-14;-13;-13;-14;-13;-12;-12;a
14;14;12;10;9;7;7;8;8;10;11;11;12;12;11;11;12;
12;13;13;12;11;11;11;12;12;13;13;13;13;12;11;10;10;
10;11;13;14;14;14;13;14;15;16;15;16;17;18;19;20;20;a
7;6;5;4;3;3;4;4;4;5;5;4;3;3;3;4;4;
4;3;3;2;1;2;3;3;4;4;5;4;5;6;7;8;8;
8;6;6;5;4;3;2;1;2;1;-1;-2;-2;-2;-3;-3;-3;
-3;-2;-4;-8;-9;-9;-10;-10;-10;-11;-13;-15;-17;-18;-19;-20;-20;a
-3;-1;-1;-1;-1;-2;-1;0;1;2;2;3;1;2;4;6;7;
7;8;9;10;10;11;12;13;14;16;16;15;14;14;16;16;16;
16;16;16;16;16;17;16;17;17;17;16;15;15;15;15;15;16;
16;16;15;13;12;11;10;10;9;9;8;8;7;5;4;3;3;

